source_query,position,result_type,title,description,displayed_url,url,host,confidence_reason,manual_review_reason
Orange County FL christian school elementary,22,organic,Contact Us,"Elementary School · Middle School · High School · Services. Contact. (407) 859 9511. 5815 Makoma Drive Orlando, Florida 32839. Accreditation. National Private ...Read more",https://sochristianacademy.com › contact-us,https://sochristianacademy.com/contact-us/,sochristianacademy.com,school_keyword_in_domain:academy,
Orange County FL christian school elementary,27,organic,Pre-K–12 Academics | Christian Private School in Orange ...,Our high-level private school academics rooted in Biblical principles ensure our students from Pre-K to 12th grade have a solid foundation built for life.,https://www.foundationacademy.net › academics,https://www.foundationacademy.net/academics/,foundationacademy.net,school_keyword_in_domain:academy,
Orange County FL christian school elementary,29,organic,Home | Spirit Academy | Hybrid Christian School,"A family-based, hybrid, Christian education. SCA provides programs for TK through 12th grade with a blend of classroom and at-home learning within a five-day ...Read more",https://www.spiritacademy.org,https://www.spiritacademy.org/,spiritacademy.org,school_keyword_in_domain:academy,
Orange County FL academy elementary school,8,organic,Orlando Gifted Academy - Orange County Public Schools,The Orlando Gifted Academy provides opportunities for elementary gifted learners to reach their potential while pursuing interests and tapping into strengths.Read more,https://ocps.smartsiteshost.com › ...,https://ocps.smartsiteshost.com/42123_4,ocps.smartsiteshost.com,official_ocps_school_subdomain,
Orange County FL preparatory school elementary,11,organic,Admissions | Orlando Private School,"Elementary school. Kindergarten – 4th grade. These grades include a diverse curriculum of reading, writing, grammar, social science, math, handwriting, and ...Read more",https://www.lakeforrestprep.com › admissions,https://www.lakeforrestprep.com/admissions/,lakeforrestprep.com,school_keyword_in_domain:prep,
Orange County FL preparatory school elementary,18,organic,Bridgeprep Academy Charter Schools,"BridgePrep is a challenging, rigorous, and safe environment where students can have fun while learning essential skills. All staff members are friendly and ...Read more",https://www.bridgeprepacademy.com,https://www.bridgeprepacademy.com/,bridgeprepacademy.com,school_keyword_in_domain:academy,
Orange County FL preparatory school elementary,20,organic,Smith Preparatory Academy | Christian Classical Education ...,Providing Christian Classical Education to students in Orlando for 30 years. Cultivating Christian virtue in K3-12 students through a beautiful education.,https://www.smithprep.com,https://www.smithprep.com/,smithprep.com,school_keyword_in_domain:prep,
Orlando FL lower school,2,organic,Enroll Today — The Walden Community School Orlando,"Explore Walden Community School Orlando's lower school program, emphasizing foundational learning, inquiry, arts integration, and student development for a ...",https://www.thewaldenschoolorlando.com › lower-school,https://www.thewaldenschoolorlando.com/lower-school,thewaldenschoolorlando.com,school_keyword_in_domain:school,
Orlando FL lower school,3,organic,Hillcrest Elementary - Home - Orange County Public Schools,"We were also named a 2024-2025 School of Excellence by the Florida Department of Education. ... 1010 E Concord StOrlando, FL 32803-4619. Phone +1 407-245-1770 ...Read more",https://hillcrestes.ocps.net,https://hillcrestes.ocps.net/,hillcrestes.ocps.net,official_ocps_school_subdomain,
Orlando FL lower school,4,organic,Lower School | Preschool-5th Grade,"From kindergarten prep to 5th grade and beyond, discover our top-rated Christian elementary school in Orlando, FL ... Private Lower School for Fun & Fundamentals.Read more",https://thefirstacademy.org › Academics,https://thefirstacademy.org/academics/lower/,thefirstacademy.org,school_keyword_in_domain:academy,
Orlando FL lower school,5,organic,windermere prep's lower school curriculum,"One of the best elementary schools in Orlando, Windermere Prep empowers our Lower School students to shape their own academic journey. Our world-class ...Read more",https://www.nordangliaeducation.com › wps-florida › lo...,https://www.nordangliaeducation.com/wps-florida/academic-excellence/lower-school,nordangliaeducation.com,school_keyword_in_domain:educati,
Orlando FL lower school,6,organic,Lower Elementary Program,"The lower elementary Montessori program is typically designed for children aged 6 to 9 years old, encompassing grades 1 to 3 in a classroom school setting.Read more",https://www.orlandomontessori.com › lower-elementary,https://www.orlandomontessori.com/lower-elementary,orlandomontessori.com,school_keyword_in_domain:montessori,
Orlando FL lower school,10,organic,Lower School,Circle's Lower School is comprised of full-day educational programs and numerous extracurricular class offerings.Read more,https://circlechristianschool.org › Academics,https://circlechristianschool.org/academics/lower-school/,circlechristianschool.org,school_keyword_in_domain:school,
Orange County FL charter school elementary,19,organic,Orange County Classical Academy A Hillsdale College ...,"The Mission of the Orange County Classical Academy is to develop students in mind and character through a classical, content-rich liberal arts and sciences ...Read more",https://orangecountyclassicalacademy.org,https://orangecountyclassicalacademy.org/,orangecountyclassicalacademy.org,school_keyword_in_domain:academy,
Orange County FL K-8 school,11,organic,Orange County Public Schools - Calendars Home,K-8 Schools. Arbor Ridge K-8 · Audubon Park School · Blankner School · Kelly Park School · Lake Como School · OCPS Academic Center For Excellence · Orlando ...Read more,https://ocps.smartsiteshost.com › ...,https://ocps.smartsiteshost.com/110642_3,ocps.smartsiteshost.com,official_ocps_school_subdomain,
Orange County FL montessori elementary,23,organic,"Preschool & Childcare Center Serving Orlando, FL","A private haven of authentic Montessori learning. A 2-acre campus where your child learns, plays & grows their way to a brilliant future.Read more",https://montessoriworldschool.com › Location,https://montessoriworldschool.com/location/orlando/,montessoriworldschool.com,school_keyword_in_domain:school,
Orange County FL christian school elementary,32,organic,Circle Christian Schools: Home,"At Circle, we deliver quality faith-based learning with the university-hybrid model. Students build their own schedules from a range of core and elective ...Read more",https://circlechristianschool.org,https://circlechristianschool.org/,circlechristianschool.org,school_keyword_in_domain:school,
Orange County FL private K-8 school,15,organic,Sunrise Academy: Private School | Florida,"Sunrise Academy is an innovative, independent, non-sectarian school. We cater to the unique needs of our learners so that they can flourish.Read more",https://www.sunriseacademy.education,https://www.sunriseacademy.education/,sunriseacademy.education,school_keyword_in_domain:academy,
Orlando FL academy elementary school,22,organic,Pine Castle Christian Academy | K-12 | 7101 Lake Ellenor ...,"Pine Castle Christian Academy is a Infants-12th grade accredited, private, Christian school that has been serving Central Florida since 1983!Read more",https://www.pinecastleeagles.org,https://www.pinecastleeagles.org/,pinecastleeagles.org,"title_school+fl_signal:""christian school"" + ""central florida""",
Orlando FL academy elementary school,26,organic,Charter School | Central Florida Leadership Academy | Orlando,Central Florida Leadership Academy (CFLA) is a college prep charter school for students in grades 6-12. Our mission is to develop civic leaders.Read more,https://www.cflacademy.org,https://www.cflacademy.org/,cflacademy.org,school_keyword_in_domain:academy,
Orlando FL academy elementary school,27,organic,Saints Academy Private School - Orlando,"Saints Academy Private School 3705 N. Apopka Vineland Rd. Orlando, FL 32818 Phone: 407-683-5537 Email: office@thesaintsacademy.comRead more",https://thesaintsacademy.com,https://thesaintsacademy.com/index.html,thesaintsacademy.com,school_keyword_in_domain:academy,
Orange County FL preparatory school elementary,22,organic,ORANGE COUNTY PREPARATORY ACADEMY CHARTER,"ORANGE COUNTY PREPARATORY ACADEMY CHARTER is a mid-sized elementary in ORLANDO, Florida, serving grades KG–08 with 286 students.Read more",https://www.mahadevmaitri.org › florida › orange-fl › or...,https://www.mahadevmaitri.org/us/florida/orange-fl/orange-county-preparatory-academy-charter-orlando-fl,mahadevmaitri.org,"title_school+fl_signal:""academy"" + ""orlando""",
Orange County FL preparatory school elementary,26,organic,Oxford Preparatory Academy,"Oxford Preparatory Academy is a public charter school in south Orange County serving Lake Forest, Mission Viejo, Aliso Viejo, and surrounding cities.",https://www.opaschools.org,https://www.opaschools.org/,opaschools.org,school_keyword_in_domain:school,
Orange County FL preparatory school elementary,29,organic,Elementary School,"Orlando Christian Prep's elementary department consists of 1st-5th grade. At Orlando Christian Prep, we believe that every student can learn in an environment ...Read more",https://www.orlandochristianprep.org › academics › elem...,https://www.orlandochristianprep.org/academics/elementary-school.cfm,orlandochristianprep.org,school_keyword_in_domain:prep,
Orange County FL charter school elementary,25,organic,Hope Charter School,"1550 East Crown Point Rd. Ocoee, FL 34761. Phone: 407.656.4673. Fax: 407.264.6960. © 2017 Hope Charter School Terms & Conditions | Privacy Policy.Read more",https://www.hopecharter.org,https://www.hopecharter.org/,hopecharter.org,school_keyword_in_domain:charter,
Orange County FL lower school,35,organic,"Private School Activities Orange County, FL","Located in Orange County, Florida, The Crenshaw Academy offers students from kindergarten through 12th grade opportunities to explore their interests, develop ...Read more",https://thecrenshawacademy.com › private-school-activiti...,https://thecrenshawacademy.com/private-school-activities-orange-county-fl,thecrenshawacademy.com,school_keyword_in_domain:academy,
Orange County FL christian school elementary,45,organic,"Orlando Christian Elementary School,Orange County FL","Find Programs Today: Orlando Christian elementary school, Orange County FL. Orlando Christian Prep (OCP) in Orlando in Orange County is an accredited ...",https://www.learn4good.com › ... › Florida › Orlando,https://www.learn4good.com/schools/orlandofl-christianelementary.htm,learn4good.com,"title_school+fl_signal:""elementary school"" + ""orlando""",
Orange County FL montessori elementary,32,organic,Financial Aid,"While we are a tuition-based school, we aim to create a socioeconomically diverse community. Read on to learn about our Financial Aid program.",https://www.orlandomontessori.com › financial-aid,https://www.orlandomontessori.com/financial-aid,orlandomontessori.com,school_keyword_in_domain:montessori,
Orlando FL lower school,11,organic,Lower School | K4-6,"At Orangewood, our lower school team is excited to work in partnership with you to equip your children to transform the world for Christ and His kingdom.Read more",https://www.orangewoodchristian.org › academics › lo...,https://www.orangewoodchristian.org/academics/lowerschool,orangewoodchristian.org,school_keyword_in_domain:christian,
Orlando FL lower school,19,organic,Premier Private Christian School in Downtown Orlando,"The Christ School offers a K-8 program with an individualized, Christ-centered educational experience in Downtown Orlando, Florida.",https://www.thechristschool.org,https://www.thechristschool.org/,thechristschool.org,school_keyword_in_domain:school,
Orange County FL K-8 school,21,organic,Audubon Park School - Home - Orange County Public Schools,"Have a great week! Principal Fritz. Audubon Park School K-8. jason.fritz@ocps.net. Audubon Park School Principal. UPCOMING EVENTS. 4/8: Track Meet at APS, 4: ...Read more",https://audubonparkk8.ocps.net,https://audubonparkk8.ocps.net/,audubonparkk8.ocps.net,official_ocps_school_subdomain,
Orlando FL academy elementary school,42,organic,Welcome,"When my wife and I moved our family to Orlando several years ago, we found a great school in The First Academy. ... Orlando, FL 32805. Directions. Connect.Read more",https://thefirstacademy.org › About,https://thefirstacademy.org/about/welcome/,thefirstacademy.org,school_keyword_in_domain:academy,
Orlando FL academy elementary school,45,organic,OCPS Academic Center For Excellence - Home,"Address: 701 W Livingston Street, Orlando, FL 32805. Phone: 407-866-1280. Principal: Natasha Pender. Mascot: Lion. Colors: Purple & Gold. School Hours: 7:30 ...Read more",https://ocpsace.ocps.net,https://ocpsace.ocps.net/,ocpsace.ocps.net,official_ocps_school_subdomain,
Orange County FL lower school,41,organic,"Top Private Christian High School in Orlando, FL","Discover exceptional college prep, award-winning arts and athletics, and more at The First Academy. Rated a Best Christian High School in Orange County.",https://thefirstacademy.org › Academics,https://thefirstacademy.org/academics/upper/,thefirstacademy.org,school_keyword_in_domain:academy,
Orange County FL lower school,44,organic,"Progressive Education in Orange County, FL","Welcome to The Crenshaw Academy, a progressive private school in Orange County, FL, dedicated to empowering students through alternative education methods ...Read more",https://thecrenshawacademy.com › progressive-education...,https://thecrenshawacademy.com/progressive-education-in-orange-county-fl-modern-student-centered-approach,thecrenshawacademy.com,school_keyword_in_domain:academy,
Orange County FL preparatory school elementary,32,organic,Private Elementary School Orlando | Central Florida Prep ...,"Private elementary school in Orlando for grades 1-5. Small classes, STEM, farm-to-table culinary arts, and performing arts at Central Florida Prep.",https://cfprep.org › Academics,https://cfprep.org/academics/elementary,cfprep.org,school_keyword_in_domain:prep,
Orange County FL preparatory school elementary,33,organic,Lovell Elementary - Home - Orange County Public Schools,"We empower students with a superior academic experience, essential life skills, and boundless opportunities.Read more",https://lovelles.ocps.net,https://lovelles.ocps.net/,lovelles.ocps.net,official_ocps_school_subdomain,
Orange County FL montessori elementary,42,organic,montessorifl.com,Notice: Function _load_textdomain_just_in_time was called incorrectly. Translation loading for the simple-lightbox domain was triggered too early.Read more,https://www.montessorifl.com,https://www.montessorifl.com/,montessorifl.com,school_keyword_in_domain:montessori,
Orange County FL montessori elementary,48,organic,Elementary School,It is not unusual in the Montessori classroom to observe students working independently on what in a traditional environment would be considered higher-level ...Read more,https://montessori-academy.org › Academics,https://montessori-academy.org/academics/elementary-school/,montessori-academy.org,school_keyword_in_domain:academy,
